Event Name,Date Start,Date End,Country,City,Venue,Category,Focus Areas,Estimated Size,Ticket Type,Website URL,Source Platform,Notes
Magnific VIP Dinner: GenAI in Action @ SuperAI Singapore,2026-06-11,2026-06-11,Singapore,Singapore,"Mandala Club, 31 Bukit Pasoh Rd, Singapore 089845",Community Event,,,,https://lu.ma/jvzyo8j0,Luma,
Tech Table SG: Pizza Feast,2026-06-11,2026-06-11,Singapore,Singapore,"L'antica Pizzeria Da Michele, Singapore, 8 Club St, Unit 01-08, Singapore 069472",Community Event,,,,https://lu.ma/9wc7k9li,Luma,
AI Founders VIP Brunch @Google Singapore,2026-06-12,2026-06-12,Singapore,Singapore,"Google Singapore, 70 Pasir Panjang Rd, #03-71, Singapore 117371",Community Event,,,,https://lu.ma/googlevipbrunch,Luma,
Building IP Based - VR Products,2026-06-12,2026-06-12,Singapore,Singapore,"MAGES Institute of Excellence, 2 Orchard Link SCAPE, #05 - 11 Near Somerset MRT, Singapore 237978",Community Event,,,,https://lu.ma/mages-buildingVR,Luma,
Hackathon | UCWS Singapore 2026,2026-06-13,2026-06-13,Singapore,Singapore,Singapore,Community Event,,,,https://lu.ma/UCWS2026,Luma,
Agent Forge AI Hackathon: Super AI Edition,2026-06-13,2026-06-13,Singapore,Singapore,"SMU School of Economics, 90 Stamford Rd, Singapore 178903",Community Event,,,,https://lu.ma/agentforgesg,Luma,
"Notion Workshop: Yoga, Journaling, and Your New Favourite Daily Reset",2026-06-13,2026-06-13,Singapore,Singapore,,Community Event,,,,https://lu.ma/xziz99wr,Luma,
Water Tech in Action: Imagine H2O Asia Showcase & Reception,2026-06-15,2026-06-15,Singapore,Singapore,"Asian Civilisations Museum, 1 Empress Pl, Singapore 179555",Community Event,,,,https://lu.ma/kze7ihff,Luma,
La French Tech-Business Speed Dating,2026-06-18,2026-06-18,Malaysia,Kuala Lumpur,"Terrasse KL, Yap Ah Shak House 17 Jalan Yap Ah Shak, Rooftop, Chow Kit, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Community Event,,,,https://lu.ma/4ykd22qx,Luma,
The AI Leadership Imperative (In-Person),2026-06-19,2026-06-19,Singapore,Singapore,Singapore,Community Event,,,,https://lu.ma/aq989n5s,Luma,
DTC eCom AI Performance Marketing,2026-06-20,2026-06-20,Malaysia,Kuala Lumpur,"UOB Plaza 1 Kuala Lumpur, 7, Jln Raja Laut, City Centre, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Community Event,,,,https://lu.ma/qox21r2s,Luma,
Advanced Implementations of Agentic AI for Financial Advisors,2026-06-22,2026-07-07,Singapore,Singapore,Singapore,Community Event,,,,https://lu.ma/enakpzlf,Luma,
Arize AI Hands-on workshop Singapore,2026-06-25,2026-06-25,Singapore,Singapore,Singapore,Community Event,,,,https://lu.ma/wgs1e36n,Luma,
AI Learning Journey for Educators #3,2026-06-26,2026-06-26,Singapore,Singapore,"Lorong AI @ One-North, 69 Ayer Rajah Cres., Singapore 139961",Community Event,,,,https://lu.ma/2rygretp,Luma,
AWS Kiro Workshop X AWS SBG,2026-06-26,2026-06-26,Singapore,Singapore,"Amazon Web Services Singapore Pte Ltd, 2 Central Blvd, Singapore",Community Event,,,,https://lu.ma/m6b1y5ar,Luma,
Singapore AI & Robotics Demo Night (Jul 2026),2026-07-14,2026-07-14,Singapore,Singapore,"National Library / Lee Kong Chian Reference Library, 100 Victoria St, Singapore 188064",Community Event,,,,https://lu.ma/0kbtspti,Luma,
Beyond Chat: The Claude Power User Workshop,2026-07-25,2026-07-25,Singapore,Singapore,"Lifelong Learning Institute, 11 Eunos Rd 8, Singapore 408601",Community Event,,,,https://lu.ma/welltyai2jul25,Luma,
Singapore AI & Robotics Demo Night (Aug 2026),2026-08-11,2026-08-11,Singapore,Singapore,"National Library / Lee Kong Chian Reference Library, 100 Victoria St, Singapore 188064",Community Event,,,,https://lu.ma/fkdeawho,Luma,
[Interest Form] Geronpreneurship Innovation Festival 2026,2026-08-26,2026-08-26,Singapore,Singapore,"Suntec Singapore Convention & Exhibition Centre, 1 Raffles Blvd, Singapore 039593",Community Event,,,,https://lu.ma/gxo1qteu,Luma,
Singapore AI & Robotics Demo Night (Sep 2026),2026-09-08,2026-09-08,Singapore,Singapore,"National Library / Lee Kong Chian Reference Library, 100 Victoria St, Singapore 188064",Community Event,,,,https://lu.ma/v4em1osl,Luma,
Singapore Defense Tech Hackathon,2026-09-25,2026-09-27,Singapore,Singapore,Singapore,Community Event,,,,https://lu.ma/sdth-2026,Luma,
Media Accelerator & Startup Cohort,2026-10-07,2026-10-08,Singapore,Singapore,"Marina Bay Sands Singapore, 10 Bayfront Ave, Singapore 018956",Community Event,,,,https://lu.ma/lgaeclvb,Luma,
(TENTATIVE) Founder Friends SG,2026-11-09,2026-11-09,Singapore,Singapore,,Community Event,,,,https://lu.ma/jrzchqdt,Luma,
Founders Co-working Monday - Call For Interest,2026-12-31,2026-12-31,Singapore,Singapore,"SQ Collective x Gen-AI Labs, 65 Mohamed Sultan Rd, Singapore 239003",Community Event,,,,https://lu.ma/2vkmpimw,Luma,
